transcriptID	Gd7_PolII_rep1	Gd7_PolII_rep2	Toll10b_PolII_rep1
FBtr0071602	12.0945690784282	12.189465596899	12.3757460369234
FBtr0071606	6.82403568322164	7.01169436303529	6.63623739171458
FBtr0071607	10.1367068485693	10.0824876097808	10.0567342400882
FBtr0071608	8.81608451324994	8.80998772211466	8.5466582861723
FBtr0071610	14.5715578705637	14.6751157243379	13.766105268638
FBtr0071611	7.6549228404422	7.4478908967742	7.29996282021095
FBtr0071612	6.50247261621187	6.33989127186876	6.2974904707012
FBtr0071613	10.2931105762972	10.364799414453	10.4212297992447
FBtr0071615	10.1936902347431	10.1895225986968	10.2902636357109
FBtr0071616	8.94487699346572	9.10637702070797	9.0585342692333
FBtr0071619	11.2355791034752	11.3328180240189	11.1654072291334
FBtr0071624	10.0084465107002	10.0273555784539	9.86944862142184
FBtr0071625	9.03233798963836	9.09018690972865	9.12687297220482
FBtr0071636	8.49531270323579	8.74292049398944	8.14486043578687
FBtr0071637	8.99833228884979	9.17574325726268	9.21871092573284
FBtr0071640	9.02098825732764	9.01712276759906	9.05415192298042
FBtr0071641	11.045454900718	11.1123466248219	11.1146865878074
FBtr0071653	13.6849406684216	13.7508863780816	13.7629961640931
FBtr0071659	5.58530345164028	5.19571688657593	5.28310640134949
FBtr0071660	11.4362818765169	11.5263267453958	11.8297333500246
FBtr0071661	12.1394938738169	12.197835443211	11.9384279775306
FBtr0071666	9.29464444626195	9.34177899535632	9.66340965877196
FBtr0071671	7.20514609477978	7.40709141534929	7.49444433962684
FBtr0071675	8.77219148741714	8.92016566463381	8.76713068782249
FBtr0071679	9.83416612865646	9.94949341874836	10.0929280318362
FBtr0071681	10.2524007035599	10.3706366006109	10.4309109773918
FBtr0071683	10.1692678307118	10.2933528751785	10.4450483551462
FBtr0071686	11.0125489088225	11.02584078478	11.0059846145288
FBtr0071687	9.63891622084524	9.71026817759914	9.50090160535182
FBtr0071697	7.09831288737889	7.11326202678872	6.85095472500274
